Year,Round,RaceName,Driver,Team,FinishPosition,GridPosition,Points,Status,Laps,QualiPosition,AvgLapTime,Finished,Driver_encoded,Team_encoded,Circuit_encoded,Driver_Avg_Position_Last5,Driver_Avg_Position_Last3,Team_Avg_Position_Last5,Driver_Finish_Rate,Driver_Circuit_Avg,Team_Circuit_Avg,Quali_Grid_Diff,Quali_vs_Teammate,Race_Number_In_Season,Driver_Race_Count,Team_Championship_Points
2021,4,Spanish Grand Prix,RUS,Williams,14.0,15.0,0.0,+1 Lap,65.0,15.0,85.86544444444446,0,28,15,24,16.333333333333332,16.333333333333332,18.2,0.0,10.488898563343492,10.488898563343492,0.0,-2.0,4,4,0.0
2021,4,Spanish Grand Prix,GIO,Alfa Romeo Racing,15.0,14.0,0.0,+1 Lap,65.0,14.0,85.43488888888889,0,10,1,24,12.666666666666666,12.666666666666666,14.2,0.0,10.488898563343492,12.0,0.0,-1.5,4,4,0.0
2021,4,Spanish Grand Prix,LAT,Williams,16.0,19.0,0.0,+1 Lap,65.0,19.0,85.54518032786885,0,15,15,24,18.666666666666668,18.666666666666668,17.4,0.0,10.488898563343492,14.0,0.0,2.0,4,4,0.0
2021,4,Spanish Grand Prix,ALO,Alpine,17.0,10.0,0.0,+1 Lap,65.0,10.0,85.26124590163933,0,1,3,24,12.333333333333334,12.333333333333334,8.6,0.6666666666666666,10.488898563343492,9.0,0.0,2.5,4,4,15.0
2021,4,Spanish Grand Prix,MSC,Haas F1 Team,18.0,18.0,0.0,+2 Laps,64.0,18.0,85.79313333333332,0,21,8,24,16.333333333333332,16.333333333333332,17.8,0.0,10.488898563343492,10.488898563343492,0.0,-1.0,4,4,0.0
2021,4,Spanish Grand Prix,MAZ,Haas F1 Team,19.0,20.0,0.0,+2 Laps,64.0,20.0,86.63856666666665,0,20,8,24,18.666666666666668,18.666666666666668,17.4,0.0,10.488898563343492,18.0,0.0,1.0,4,4,0.0
2021,4,Spanish Grand Prix,TSU,AlphaTauri,20.0,16.0,0.0,Electrical,6.0,16.0,88.1965,0,32,2,24,12.0,12.0,10.8,0.6666666666666666,10.488898563343492,10.0,0.0,2.0,4,4,10.0
2021,5,Monaco Grand Prix,VER,Red Bull Racing,1.0,2.0,25.0,Finished,78.0,2.0,75.90235064935065,1,33,14,18,1.75,1.6666666666666667,4.8,1.0,10.488898563343492,10.488898563343492,0.0,-3.5,5,5,149.0
2021,5,Monaco Grand Prix,SAI,Ferrari,2.0,4.0,18.0,Finished,78.0,4.0,75.99750649350649,1,29,7,18,7.75,7.666666666666667,6.6,1.0,10.488898563343492,10.488898563343492,0.0,1.5,5,5,78.0
2021,5,Monaco Grand Prix,NOR,McLaren,3.0,5.0,15.0,Finished,78.0,5.0,76.14235064935065,1,22,10,18,5.0,5.333333333333333,6.8,0.75,10.488898563343492,10.488898563343492,0.0,-3.5,5,5,80.0
2021,5,Monaco Grand Prix,PER,Red Bull Racing,4.0,9.0,12.0,Finished,78.0,9.0,76.1640909090909,1,24,14,18,6.25,6.666666666666667,2.8,1.0,10.488898563343492,1.0,0.0,3.5,5,5,149.0
2021,5,Monaco Grand Prix,VET,Aston Martin,5.0,8.0,10.0,Finished,78.0,8.0,76.5792077922078,1,34,4,18,14.0,13.666666666666666,13.2,0.0,10.488898563343492,10.488898563343492,0.0,-2.5,5,5,19.0
2021,5,Monaco Grand Prix,GAS,AlphaTauri,6.0,6.0,8.0,Finished,78.0,6.0,76.58606493506491,1,9,2,18,11.0,9.0,13.4,0.5,10.488898563343492,10.488898563343492,0.0,-5.0,5,5,18.0
2021,5,Monaco Grand Prix,HAM,Mercedes,7.0,7.0,7.0,Finished,78.0,7.0,76.58144736842105,1,12,11,18,1.25,1.3333333333333333,5.2,1.0,10.488898563343492,10.488898563343492,0.0,2.0,5,5,148.0
2021,5,Monaco Grand Prix,STR,Aston Martin,8.0,13.0,4.0,+1 Lap,77.0,13.0,76.96551315789473,0,31,4,18,10.75,11.0,11.2,0.5,10.488898563343492,5.0,0.0,2.5,5,5,19.0
2021,5,Monaco Grand Prix,OCO,Alpine,9.0,11.0,2.0,+1 Lap,77.0,11.0,77.4525,0,23,3,18,9.5,8.333333333333334,10.2,0.5,10.488898563343492,10.488898563343492,0.0,-3.0,5,5,17.0
2021,5,Monaco Grand Prix,GIO,Alfa Romeo Racing,10.0,10.0,1.0,+1 Lap,77.0,10.0,77.41840789473684,0,10,1,18,13.25,13.666666666666666,14.6,0.0,10.488898563343492,10.488898563343492,0.0,-2.0,5,5,1.0
2021,5,Monaco Grand Prix,RAI,Alfa Romeo Racing,11.0,14.0,0.0,+1 Lap,77.0,14.0,77.25478666666666,0,26,1,18,14.0,15.0,13.8,0.5,10.488898563343492,10.0,0.0,2.0,5,5,1.0
2021,5,Monaco Grand Prix,RIC,McLaren,12.0,12.0,0.0,+1 Lap,77.0,12.0,77.25,0,27,10,18,7.0,7.0,6.2,1.0,10.488898563343492,3.0,0.0,3.5,5,5,80.0
2021,5,Monaco Grand Prix,ALO,Alpine,13.0,17.0,0.0,+1 Lap,77.0,17.0,77.26437333333331,0,1,3,18,13.5,11.666666666666666,10.0,0.5,10.488898563343492,9.0,0.0,3.0,5,5,17.0
2021,5,Monaco Grand Prix,RUS,Williams,14.0,15.0,0.0,+1 Lap,77.0,15.0,77.58090666666666,0,28,15,18,15.75,16.333333333333332,16.8,0.0,10.488898563343492,10.488898563343492,0.0,-1.5,5,5,0.0
2021,5,Monaco Grand Prix,LAT,Williams,15.0,18.0,0.0,+1 Lap,77.0,18.0,77.59286666666665,0,15,15,18,18.0,18.0,15.6,0.0,10.488898563343492,14.0,0.0,1.5,5,5,0.0
2021,5,Monaco Grand Prix,TSU,AlphaTauri,16.0,16.0,0.0,+1 Lap,77.0,16.0,77.59071999999999,0,32,2,18,14.0,15.666666666666666,12.2,0.5,10.488898563343492,6.0,0.0,5.0,5,5,18.0
2021,5,Monaco Grand Prix,MAZ,Haas F1 Team,17.0,19.0,0.0,+3 Laps,75.0,19.0,79.17679452054796,0,20,8,18,18.75,18.333333333333332,18.0,0.0,10.488898563343492,10.488898563343492,0.0,-0.5,5,5,0.0
2021,5,Monaco Grand Prix,MSC,Haas F1 Team,18.0,20.0,0.0,+3 Laps,75.0,20.0,79.21808219178082,0,21,8,18,16.75,17.0,18.0,0.0,10.488898563343492,17.0,0.0,0.5,5,5,0.0
2021,5,Monaco Grand Prix,BOT,Mercedes,19.0,3.0,0.0,Wheel nut,29.0,3.0,76.79299999999999,0,5,11,18,6.75,8.0,3.0,0.75,10.488898563343492,7.0,0.0,-2.0,5,5,148.0
2021,5,Monaco Grand Prix,LEC,Ferrari,20.0,1.0,0.0,Driveshaft,0.0,1.0,77.25,0,17,7,18,5.0,4.666666666666667,6.0,1.0,10.488898563343492,2.0,0.0,-1.5,5,5,78.0
2021,6,Azerbaijan Grand Prix,PER,Red Bull Racing,1.0,6.0,25.0,Finished,51.0,7.0,106.98259523809524,1,24,14,3,5.8,4.333333333333333,3.2,1.0,10.488898563343492,10.488898563343492,1.0,2.0,6,6,174.0
2021,6,Azerbaijan Grand Prix,VET,Aston Martin,2.0,11.0,18.0,Finished,51.0,11.0,107.66321428571428,1,34,4,3,12.2,10.333333333333334,10.2,0.2,10.488898563343492,10.488898563343492,0.0,-4.0,6,6,37.0
2021,6,Azerbaijan Grand Prix,GAS,AlphaTauri,3.0,4.0,15.0,Finished,51.0,4.0,107.6965,1,9,2,3,10.0,8.666666666666666,13.4,0.6,10.488898563343492,10.488898563343492,0.0,-2.0,6,6,39.0
2021,6,Azerbaijan Grand Prix,LEC,Ferrari,4.0,1.0,12.0,Finished,51.0,1.0,107.80066666666666,1,17,7,3,8.0,10.0,8.8,0.8,10.488898563343492,10.488898563343492,0.0,-2.0,6,6,94.0
2021,6,Azerbaijan Grand Prix,NOR,McLaren,5.0,9.0,10.0,Finished,51.0,6.0,108.09445238095238,1,22,10,3,4.6,5.333333333333333,7.6,0.8,10.488898563343492,10.488898563343492,-3.0,-3.5,6,6,92.0
2021,6,Azerbaijan Grand Prix,ALO,Alpine,6.0,8.0,8.0,Finished,51.0,9.0,108.95176190476188,1,1,3,3,13.4,12.666666666666666,11.2,0.4,10.488898563343492,10.488898563343492,1.0,-1.5,6,6,25.0
2021,6,Azerbaijan Grand Prix,TSU,AlphaTauri,7.0,7.0,6.0,Finished,51.0,8.0,107.9232619047619,1,32,2,3,14.4,17.0,11.0,0.4,10.488898563343492,3.0,1.0,2.0,6,6,39.0
2021,6,Azerbaijan Grand Prix,SAI,Ferrari,8.0,5.0,4.0,Finished,51.0,5.0,107.88373170731708,1,29,7,3,6.6,6.666666666666667,7.4,1.0,10.488898563343492,4.0,0.0,2.0,6,6,94.0
2021,6,Azerbaijan Grand Prix,RIC,McLaren,9.0,13.0,2.0,Finished,51.0,13.0,108.37733333333335,1,27,10,3,8.0,9.0,6.8,0.8,10.488898563343492,5.0,0.0,3.5,6,6,92.0
